Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Name,Reviewer_Star,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profile_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date
Côte d'Ivoire,Divo,CELPAID FINANCES SA DIVO,+225 85350125,"RJRR+G7X, Divo, Côte d’Ivoire",Not available,Landry Konan,5,Cool,il y a 6 ans,2,https://www.google.com/maps/contrib/110443533066339194921/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,CELPAID FINANCES SA DIVO,+225 85350125,"RJRR+G7X, Divo, Côte d’Ivoire",Not available,Tanti Nha,5,NAN,il y a 10 mois,0,https://www.google.com/maps/contrib/116771270617344124512/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,CELPAID FINANCES SA DIVO,+225 85350125,"RJRR+G7X, Divo, Côte d’Ivoire",Not available,DIOMANDE Mico Moussa,5,Cool,il y a 6 ans,2,https://www.google.com/maps/contrib/112877374062878131214/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,BNI DIVO,Not available,"RJRR+27R, A2, Divo, Côte d’Ivoire",Not available,jocelyne conseillere boue,1,"La complaisance, le copinage, le mépris des clients...attente de 8h à 12h alors qu'il n'y avait que 3 clients devant.",il y a 4 mois,0,https://www.google.com/maps/contrib/114850325351028729931/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,BNI DIVO,Not available,"RJRR+27R, A2, Divo, Côte d’Ivoire",Not available,Brou Allou Christophe,4,"C'est la banque nationale d'investissement à l'ivoiriennes.
Le cadre est beau et accueillant avec un accès facilité pour les personnes handicapées.",il y a 2 ans,0,https://www.google.com/maps/contrib/113251686550582877863/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,BNI DIVO,Not available,"RJRR+27R, A2, Divo, Côte d’Ivoire",Not available,Kone Yous,2,Captivant,il y a 2 ans,0,https://www.google.com/maps/contrib/106203125493757231661/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,Yves Baguin Djouan,4,"Distributeurs automatiques de boissons chaudes café expresso, café long, café au lait, thé, cappuccino, chocolat, chocolat au lait, lait chaud en service 24/24 7j/7",il y a un an,0,https://www.google.com/maps/contrib/111607838828832901810/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,nguessan kone,3,Banque commerciale privée . Service et accueil acceptables. Les guichets automatiques à revoir la qualité.tres souvent hors service les fins et débuts des mois,il y a 2 ans,0,https://www.google.com/maps/contrib/111281751104150099208/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,Nambalasse Koné,5,Géniale,il y a 3 semaines,0,https://www.google.com/maps/contrib/117875615235761932119/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,ghislain kocola,1,Dab toujours en panne quand on en a besoin,il y a un an,0,https://www.google.com/maps/contrib/104434690773005082064/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,paul seu,5,C'est tout simplement impeccable,il y a 3 ans,0,https://www.google.com/maps/contrib/117728366607451686387/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,Serge Yao,4,Bien accueilli,il y a un an,0,https://www.google.com/maps/contrib/115765094309673097345/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,Yao Innocent KOUASSI,4,Très agréable,il y a un an,0,https://www.google.com/maps/contrib/118315554324006756146/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,Mamoudou Diallo,1,NAN,il y a un an,0,https://www.google.com/maps/contrib/100863431866766991092/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,hugues vivien tanoh,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/113315641858033431597/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,SGCI,+225 51225122,"RJRR+4W8, Divo, Côte d’Ivoire",Not available,Marie Germaine,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/105437324797940938287/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,COOPEC Divo,Not available,"RJMM+P5W, Divo, Côte d’Ivoire",Not available,anicet boris bleu,4,Très bonne microfinance... j'adore,il y a 5 mois,0,https://www.google.com/maps/contrib/113937853448497126804/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,COOPEC Divo,Not available,"RJMM+P5W, Divo, Côte d’Ivoire",Not available,franck koffi,5,Meilleur Banque d'épargne pour tous commerçants et autres,il y a un an,2,https://www.google.com/maps/contrib/116683021671385915667/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,COOPEC Divo,Not available,"RJMM+P5W, Divo, Côte d’Ivoire",Not available,Arsene Etiboa Etiboa,3,Établissement de microfinance qui offre des services très attrayants et à moindres coûts.,il y a 3 ans,2,https://www.google.com/maps/contrib/113338606858825418846/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,COOPEC Divo,Not available,"RJMM+P5W, Divo, Côte d’Ivoire",Not available,Marino Konan,4,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/105394862409538294107/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,COOPEC Divo,Not available,"RJMM+P5W, Divo, Côte d’Ivoire",Not available,Mathias Amelo,1,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/101460842942379579377/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,COOPEC Divo,Not available,"RJMM+P5W, Divo, Côte d’Ivoire",Not available,COMOE Djibril,2,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/113257829515806469863/reviews?hl=fr,NAN,NAN
Côte d'Ivoire,Divo,Centre des Impots de Divo,Not available,"RJMJ+WJP, Divo, Côte d’Ivoire",Not available,Folou Joel Henri AYEMOU,3,De passage,il y a 6 ans,0,https://www.google.com/maps/contrib/115826267862090612809/reviews?hl=fr,NAN,NAN
