Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Name,Reviewer_Star,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profile_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Morocco,Nador,Banque Populaire,Not available,"Ctre Régional D'Investissement De Nador, Rue Ligue Arabe, Q, Nador",not available,Afric Archi,3,Expérience neutre,2021-08-07 11:33:57.425001,0,https://www.google.com/maps/contrib/111049941011491922332/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Tonton Solo,3,Banque et service normal.,2019-08-08 11:33:57.425003,0,https://www.google.com/maps/contrib/105209628920223304591/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Rachid El Maghfour,5,Banque populaire du nador,2017-08-08 11:33:57.425005,0,https://www.google.com/maps/contrib/117718847032721075265/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Med Rrif,3,Bien,2019-08-08 11:33:57.425006,0,https://www.google.com/maps/contrib/107062281293535314306/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Rjkrk Kfkdk,1,Non,2022-08-07 11:33:57.425008,0,https://www.google.com/maps/contrib/115645984840256255585/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Mokhtar Taxi,5,Très bonne expérience,2024-01-09 11:33:57.425010,0,https://www.google.com/maps/contrib/109525672193676090370/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Afric Archi,3,Expérience neutre,2020-08-07 11:33:57.425012,0,https://www.google.com/maps/contrib/111049941011491922332/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Centrale Populaire,05363-31622,"113 Boulevard El Massira, Nador",not available,Aziz Mohamed,3,Expérience neutre,2020-08-07 11:33:57.425014,0,https://www.google.com/maps/contrib/105010862195729280288/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Abdelaziz Bousnina,5,Bonne équipe,2018-08-08 11:33:57.425016,1,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Quque Quque,4,C'est une banque de quartier,2021-08-07 11:33:57.425017,0,https://www.google.com/maps/contrib/105967379577902634834/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Ali Talla,1,Très mauvaise expérience,2016-08-08 11:33:57.425019,0,https://www.google.com/maps/contrib/102692933996515996983/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire,Not available,"536G+Xjx, Nador",not available,Mohamed Lm,5,Très bonne expérience,2016-08-08 11:33:57.425021,0,https://www.google.com/maps/contrib/110838560602587241189/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire,Not available,"5397+6Jj, Rue 59, Nador",not available,Afric Archi,3,Expérience neutre,2020-08-07 11:33:57.425023,0,https://www.google.com/maps/contrib/111049941011491922332/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Abdelaziz Bousnina,5,Bonne equipe.,2017-08-08 11:33:57.425024,1,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Soumia Channel,4,Bonne expérience,2021-08-07 11:33:57.425026,0,https://www.google.com/maps/contrib/114550286471201143933/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Yassin Be,1,Très mauvaise expérience,2019-08-08 11:33:57.425027,0,https://www.google.com/maps/contrib/110272181090339631267/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Abderrahim Aousti,1,Très mauvaise expérience,2019-08-08 11:33:57.425029,0,https://www.google.com/maps/contrib/110589237800674529937/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29130,"536C+Rmj, Av. Al Massira, Nador 62010",not available,Mohamed Belaarbi,5,Très bonne expérience,2018-08-08 11:33:57.425031,0,https://www.google.com/maps/contrib/103626579778347108824/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Crédit Agricole Du Maroc,Not available,"537C+Cg3, Ave Massira, Nador 62010",not available,Lou,5,Très bonne expérience,2020-08-07 11:33:57.425033,0,https://www.google.com/maps/contrib/100693198321561372257/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Abderrahim Elbaghdadi,5,Des gens biens,2023-11-10 11:33:57.425034,0,https://www.google.com/maps/contrib/100910285988443129572/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Mohamed Elidrissi,4,Comme les autres banques,2019-08-08 11:33:57.425036,1,https://www.google.com/maps/contrib/112624694019427775207/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Fath Atouil,1,Très mauvaise expérience,2024-05-08 11:33:57.425038,0,https://www.google.com/maps/contrib/104117020462582950045/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Younes Lhmaimo,1,Très mauvaise expérience,2019-08-08 11:33:57.425040,0,https://www.google.com/maps/contrib/107247709727607930162/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Ikii Ikram,2,"('Mauvaise expérience',)",2018-08-08 11:33:57.425041,0,https://www.google.com/maps/contrib/109365854898086915731/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Abdelkarim Ajarray,4,Bonne expérience,2016-08-08 11:33:57.425043,0,https://www.google.com/maps/contrib/115869366782603734197/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire Almassira,05363-31622,"53Cc+Qjr, Ave Massira, Nador",not available,Simo Fes,1,Très mauvaise expérience,2016-08-08 11:33:57.425045,0,https://www.google.com/maps/contrib/117498340450599628207/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Chtatou Azzedine,5,C'est une agence très magnifique Et très réactif chapeau pour l équipe  bonne continuation,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/107948183094361435981/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Mohamed K,1,Si vous n'êtes pas résident au Maroc c'est très galère pour retirer de l'argent de son propre compte bancaire...,2018-08-08 11:33:57.425047,0,https://www.google.com/maps/contrib/109649967758956428695/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Mimoun Elĺ,5,Que Dieu bénisse,2023-11-10 11:33:57.425049,0,https://www.google.com/maps/contrib/111821367724629369940/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Attijariwafa Bank,Not available,"53Hh+Q5W, Rue Marrakech, Nador",not available,Belg Ma,5,Service haut de gamme,2022-08-07 11:33:57.425051,0,https://www.google.com/maps/contrib/103931736288765110269/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Ahmed Akachar,5,Banque Dima Resayx huit,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/103127831439382072663/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Fettah Fettah,5,"Parce que oui
Merci",2017-08-08 11:33:57.425053,0,https://www.google.com/maps/contrib/105039201282000720003/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Credit Immobilier Et Hotelier Agence Nador Ligue A (Cih Standard),05363-32879,"Rue Ligue Arabe Quartier Centre Ville, Nador, Nador 62000",not available,Zakaria Talhaoui,4,Bonne expérience,2018-08-08 11:33:57.425058,0,https://www.google.com/maps/contrib/106386943327007090928/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Salif Hamza,1,"Imcompetence
Aucun engagement
Je sais pas si y a quelqu’un qui controle ces gens la ou pas . …",1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/112626665022844955464/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Souad Baud,1,Aïe incompétence c’est le seul mot qui me vienne,2022-08-07 11:33:57.425061,0,https://www.google.com/maps/contrib/108450521603663159039/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Société Générale Nador Principale,05224-24242,"131 Ave Des Far, Nador 62000",https://www.sgmaroc.com/,Yassine Elbo,4,Bonne expérience,2018-08-08 11:33:57.425063,0,https://www.google.com/maps/contrib/110553692029950814585/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Abdelaziz Bousnina,5,Une équipe très serviable et professionnelle.,2018-08-08 11:33:57.425065,2,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Taoufik Azirar,5,Merci pour le changement de direction j'aime bien,2022-08-07 11:33:57.425067,1,https://www.google.com/maps/contrib/109017998053793056296/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,تاج المعرفة,5,Bonne agence ... une équipe professionnels.....,2020-08-07 11:33:57.425069,0,https://www.google.com/maps/contrib/117072080598085493244/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Mohammed Elherrif,1,toujours je téléphone pas répondre .,2019-08-08 11:33:57.425071,0,https://www.google.com/maps/contrib/111065781523588715833/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Slymn Nacr,1,Très mauvaise expérience,2019-08-08 11:33:57.425073,0,https://www.google.com/maps/contrib/112441985671601057125/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bank Of Africa,05363-29120,"53Cj+32W, Nador",not available,Nador Nador,5,Très bonne expérience,2018-08-08 11:33:57.425075,0,https://www.google.com/maps/contrib/105013643919912486734/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Blue Nador,1,"C'est la pire agence, toujours pas de la ligne de connexion, les menteurs ....",2024-04-08 11:33:57.425077,0,https://www.google.com/maps/contrib/103179936997991557377/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,M.K.V. 01,4,Bien,2018-08-08 11:33:57.425079,8,https://www.google.com/maps/contrib/114676560897864775737/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Leon Gutenberger,5,Très bonne expérience,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/117906566314778105183/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Nabila Himmi,2,"('Mauvaise expérience',)",2019-08-08 11:33:57.425082,0,https://www.google.com/maps/contrib/100125223948661690982/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Agence Banque Populaire,Not available,"5379+W8X, Av. Hassan I, Nador",not available,Maha Mekシ,5,Très bonne expérience,2017-08-08 11:33:57.425084,0,https://www.google.com/maps/contrib/116935338378679564323/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Cam Bd Hassan Ii,Not available,"53Hg+653, Rue Marrakech, Nador",not available,Septio Hadi Saputra,5,Chaisya rien,2024-01-09 11:33:57.425086,0,https://www.google.com/maps/contrib/105095074375598847881/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Rosi Ak,1,"Prestation : 0
Solutions : 0
Attention : 0",2024-07-23 11:33:57.425089,1,https://www.google.com/maps/contrib/110055179935465255193/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Mohamed Elmardi,4,"Très bien situé, personnel excellent. Il y a parfois des problèmes sur Internet",1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/115235254691680946859/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Bmce - Centre Ville,Not available,"53Hf+C35, Av. Mly Smail, Nador",not available,Anisso Bouazzati,1,service 0,1970-01-01 00:00:00.000000,1,https://www.google.com/maps/contrib/108925286392862974080/reviews?hl=fr,Nothing,1970-01-01,,,
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Habib Chouaa,5,Pays Ahsan,2016-08-08 11:33:57.424950,0,https://www.google.com/maps/contrib/100694828163015130573/reviews?hl=fr,Nothing,1970-01-01,Service client,Positive,"['réactif', 'rapidité']"
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Habib Chouaa,5,Pays Ahsan,2016-08-08 11:33:57.424950,0,https://www.google.com/maps/contrib/100694828163015130573/reviews?hl=fr,Nothing,1970-01-01,Frais bancaires,Negative,['élevés']
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Mohamed Nador,4,Berger,2016-08-08 11:33:57.424962,0,https://www.google.com/maps/contrib/116574615766238915785/reviews?hl=fr,Nothing,1970-01-01,facilité d'ouverture de compte,Positive,"['rapide', 'simple']"
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Mohamed Nador,4,Berger,2016-08-08 11:33:57.424962,0,https://www.google.com/maps/contrib/116574615766238915785/reviews?hl=fr,Nothing,1970-01-01,service client,Positive,"['réactif', 'rapidité']"
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Imad Charkani El-Hassani,1,Très mauvaise expérience,2018-08-08 11:33:57.424967,0,https://www.google.com/maps/contrib/102976064399871722332/reviews?hl=fr,Nothing,1970-01-01,Gestion des comptes,Negative,['expérience mauvaise']
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Abdelkarim Ajarray,3,Expérience neutre,2017-08-08 11:33:57.424968,0,https://www.google.com/maps/contrib/115869366782603734197/reviews?hl=fr,Nothing,1970-01-01,Service client,Neutre,"['Réactif mais pas extraordinaire', 'Fonctionne bien']"
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Abdelkarim Ajarray,3,Expérience neutre,2017-08-08 11:33:57.424968,0,https://www.google.com/maps/contrib/115869366782603734197/reviews?hl=fr,Nothing,1970-01-01,Gestion des comptes,Neutre,"[""Rien d'extraordinaire"", 'Satisfaisant']"
Morocco,Nador,Banque Populaire,Not available,"53Hg+Fvc, Bd Mohamed Ameziane Errifi, Nador",not available,Rachid Amhamdi,5,Très bonne expérience,2016-08-08 11:33:57.424970,0,https://www.google.com/maps/contrib/107748426630269581215/reviews?hl=fr,Nothing,1970-01-01,Expérience utilisateur,Positive,"['Rapide', 'Simple']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Jamal Ei Idrissi,5,"J'ai eu l'honneur d'être accueilli chaleureusement par le président  de la BP Nador Al Hociema et son proche collaborateur , au cours  de notre entretien,  j'ai découvert une personnalité très averti, dynamique, pragmatique, et …",1970-01-01 00:00:00.000000,1,https://www.google.com/maps/contrib/103386501025622509220/reviews?hl=fr,Nothing,1970-01-01,Accueil chaleureux,Positive,"['personnalité averti', 'dynamique', 'pragmatique']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Abdelaziz Bousnina,5,Siège de la banque populaire  Nador Al hoceima.,2018-08-08 11:33:57.424975,4,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,Localisation et accessibilité,Positive,"['proche de chez moi', 'facile à trouver']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Abdelaziz Bousnina,5,Siège de la banque populaire  Nador Al hoceima.,2018-08-08 11:33:57.424975,4,https://www.google.com/maps/contrib/117576323430006211311/reviews?hl=fr,Nothing,1970-01-01,Satisfaction client,Positive,"['très satisfait', 'excellent service']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Shaft Chaf,5,Bon accueil et professionnel,1970-01-01 00:00:00.000000,0,https://www.google.com/maps/contrib/109104395349543094441/reviews?hl=fr,Nothing,1970-01-01,Service client,Positive,"['professionnel', 'bien accueilli']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Selouane Inou,5,Accueil chaleureux bon service,2021-08-07 11:33:57.424977,0,https://www.google.com/maps/contrib/109755868595767795617/reviews?hl=fr,Nothing,1970-01-01,accueil chaleureux,Positive,['bon service']
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Maou Samo,1,"Certains employés de cette agence sont arrogants, notamment la dame en charge de l'assurance transport des morts (middle office). L'année prochaine, je déménagerai dans une meilleure banque, si Dieu le veut",2021-08-07 11:33:57.424979,4,https://www.google.com/maps/contrib/118422503679896162103/reviews?hl=fr,Nothing,1970-01-01,compétence du personnel,Negative,"['arrogants', 'moyenne office', 'banque']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Maou Samo,1,"Certains employés de cette agence sont arrogants, notamment la dame en charge de l'assurance transport des morts (middle office). L'année prochaine, je déménagerai dans une meilleure banque, si Dieu le veut",2021-08-07 11:33:57.424979,4,https://www.google.com/maps/contrib/118422503679896162103/reviews?hl=fr,Nothing,1970-01-01,service client,Positive,['déménager']
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,M T,1,"Je ne suis jamais entré dans une banque aussi hostile.
Personnel comme dans la rue
Très déçu.",2022-08-07 11:33:57.424981,4,https://www.google.com/maps/contrib/104465756348136907477/reviews?hl=fr,Nothing,1970-01-01,atmosphère de la branche,Negative,"['hostile', 'décevant']"
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Hi Khan,4,Cool. 👍🔐 …,2018-08-08 11:33:57.424983,2,https://www.google.com/maps/contrib/102261285040086370962/reviews?hl=fr,Nothing,1970-01-01,service client,Neutral,['réactif']
Morocco,Nador,Banque Populaire,Not available,"5369+5Jp, Bd De Taouima, Nador",not available,Hi Khan,4,Cool. 👍🔐 …,2018-08-08 11:33:57.424983,2,https://www.google.com/maps/contrib/102261285040086370962/reviews?hl=fr,Nothing,1970-01-01,application mobile,Negative,['lente']
